"Name","Pin","Function","Power, Clock, Debug, System","GPT","SCI","CANFD","SPI","GPT_OPS","IRQ","BUS","SDRAM","ADC1(Digital)","ULPT","GPT_POEGB","SDHI","GPT_POEGD","ADC0(Digital)","GPT_POEGA","ESWM_GMII/MII","ESWM_RGMII","CMPOUT","ESC","ESWM_RMII","USB FS","ADC(Digital)","GPT_POEGC","AGT","CLKOUT","JTAG/SWD","ETHPHYCLK","CAC","DSMIF","RTC","OSPI","IIC","ADC","I3C","ACMPHS","DAC","Symbolic Name","Drive Capacity","IRQ","Mode","Output type","Pull up","Port Capabilities","Pin Function Comment","Direction","Remarks","Pin Number Comment",
"PA09","F4","","","GTCPPO12","TXD5","","","","IRQ5","CS3","CAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Disabled","","","BUS: CS3
GPT12: GTCPPO12
IRQ: IRQ5
SCI5: TXD5
SDRAM: CAS","","None","","",
"PA10","F2","","","GTCPPO13","SCK5/DE5","","","","IRQ4","CS2","RAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Disabled","","","BUS: CS2
GPT13: GTCPPO13
IRQ: IRQ4
SCI5: DE5
SCI5: SCK5
SDRAM: RAS","","None","","",
"PA11","B4","GPIO","","GTIOC6A","SCK9/DE9","","","GTIV","IRQ10","D8","DQ8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","L","","Output mode (Initial Low)","","","BUS: D8
GPT6: GTIOC6A
GPT_OPS: GTIV
IRQ: IRQ10
SCI9: DE9
SCI9: SCK9
SDRAM: DQ8","","IO","","",
"PA12","B2","SCI9_RXD9","","GTIOC6B","RXD9","","","GTIW","IRQ11","D9","DQ9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","L","None","Peripheral mode","","","BUS: D9
GPT6: GTIOC6B
GPT_OPS: GTIW
IRQ: IRQ11
SCI9: RXD9
SDRAM: DQ9","","I","","",
"PA13","C3","SCI9_CTS_RTS9","","GTIOC10A","CTS_RTS9/DE9","","","GTOVUP","IRQ12","D10","DQ10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","L","None","Peripheral mode","","","BUS: D10
GPT10: GTIOC10A
GPT_OPS: GTOVUP
IRQ: IRQ12
SCI9: CTS_RTS9
SCI9: DE9
SDRAM: DQ10","","IO","","",
"PA14","D4","SCI9_TXD9","","GTIOC10B","TXD9","","","GTOVLO","IRQ13","D11","DQ11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","L","None","Peripheral mode","","","BUS: D11
GPT10: GTIOC10B
GPT_OPS: GTOVLO
IRQ: IRQ13
SCI9: TXD9
SDRAM: DQ11","","O","","",
"PA15","E1","GPIO","","GTIOC7A","CTS9","","","","IRQ14","EBCLK","SDCLK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","L","","Output mode (Initial High)","","","BUS: EBCLK
GPT7: GTIOC7A
IRQ: IRQ14
SCI9: CTS9
SDRAM: SDCLK","","IO","","",
"PB00","E16","ESWM_GMII/MII0_ET0_TXD0","","GTCPPO4","SCK1/DE1","","","","IRQ10","","","","","","","","ADST0","","ET0_TXD0","RGMII0_TXD0","","CAT0_ETXD0","RMII0_TXD0","","","","","","","","","DSM1CLK2","","","","","","","","","L","None","Peripheral mode","","","ADC0(Digital): ADST0
DSMIF1: DSM1CLK2
ESC0: CAT0_ETXD0
ESWM_GMII/MII0: ET0_TXD0
ESWM_RGMII0: RGMII0_TXD0
ESWM_RMII0: RMII0_TXD0
GPT4: GTCPPO4
IRQ: IRQ10
SCI1: DE1
SCI1: SCK1","","O","","",
"PB01","D17","ESWM_GMII/MII0_ET0_TX_CLK","","GTCPPO2","CTS_RTS1/DE1","","","","IRQ12","ALE","","AD1FLAG1","","","","","","","ET0_TX_CLK","","","CAT0_TX_CLK","","","","","","","","","","","","","","","","","","","L","None","Peripheral mode","","","ADC1(Digital): AD1FLAG1
BUS: ALE
ESC0: CAT0_TX_CLK
ESWM_GMII/MII0: ET0_TX_CLK
GPT2: GTCPPO2
IRQ: IRQ12
SCI1: CTS_RTS1
SCI1: DE1","","I","","",
"PB02","E13","ESWM_GMII/MII0_ET0_TXD1","","GTCPPO0","RXD5","","","","IRQ11","","","ADST1","","","","","","","ET0_TXD1","RGMII0_TXD1","","CAT0_ETXD1","RMII0_TXD1","","","","","","","","","","","","","","","","","","L","None","Peripheral mode","","","ADC1(Digital): ADST1
ESC0: CAT0_ETXD1
ESWM_GMII/MII0: ET0_TXD1
ESWM_RGMII0: RGMII0_TXD1
ESWM_RMII0: RMII0_TXD1
GPT0: GTCPPO0
IRQ: IRQ11
SCI5: RXD5","","O","","",
"PB03","D16","ESWM_GMII/MII0_ET0_TXD2","","GTCPPO1","TXD5","","","","IRQ13","","","","","","","","","","ET0_TXD2","RGMII0_TXD2","","CAT0_ETXD2","","","ADSYNC","","","","","","","","","","","","","","","","L","None","Peripheral mode","","","ADC(Digital): ADSYNC
ESC0: CAT0_ETXD2
ESWM_GMII/MII0: ET0_TXD2
ESWM_RGMII0: RGMII0_TXD2
GPT1: GTCPPO1
IRQ: IRQ13
SCI5: TXD5","","O","","",
"PB04","D13","ESWM_GMII/MII0_ET0_TXD3","","GTCPPO3","SCK5/DE5","","","","IRQ9","","","","","","","","AD0FLAG1","","ET0_TXD3","RGMII0_TXD3","","CAT0_ETXD3","","","","","","","","","","","","","","","","","","","L","None","Peripheral mode","","","ADC0(Digital): AD0FLAG1
ESC0: CAT0_ETXD3
ESWM_GMII/MII0: ET0_TXD3
ESWM_RGMII0: RGMII0_TXD3
GPT3: GTCPPO3
IRQ: IRQ9
SCI5: DE5
SCI5: SCK5","","O","","",
"PB05","D15","","","GTCPPO4","CTS5","","","","IRQ15","","","","","","","","","","ET0_TXD7","","","","","","","","","","","","","","","","","","","","","","","","Disabled","","","ESWM_GMII/MII0: ET0_TXD7
GPT4: GTCPPO4
IRQ: IRQ15
SCI5: CTS5","","None","","",
"PB06","E14","","","GTIOC9A","CTS_RTS5/DE5","","","","IRQ0","","","","","","","","","","ET0_TXD6","","","","","","","","","","","","","","","","","","","","","","","","Disabled","","","ESWM_GMII/MII0: ET0_TXD6
GPT9: GTIOC9A
IRQ: IRQ0
SCI5: CTS_RTS5
SCI5: DE5","","None","","",
"PB07","D14","","","GTIOC9B","","","","","IRQ1","","","","","","","","","","ET0_TXD5","","","","","","","","","","","","","","","","","","","","","","","","Disabled","","","ESWM_GMII/MII0: ET0_TXD5
GPT9: GTIOC9B
IRQ: IRQ1","","None","","",
"PB08","J14","","","","","","","","IRQ12","","","","","","","","","","","","","CATLEDRUN","","","","","","","","","","","","","","","","","","","","","Disabled","","","ESC: CATLEDRUN
IRQ: IRQ12","","None","","",
"PB09","H15","","","","","","","","IRQ13","","","","","","","","","","","","","CATIRQ","","","","","","","","","","","","","","","","","","","","","Disabled","","","ESC: CATIRQ
IRQ: IRQ13","","None","","",
"PB10","H16","","","","","","","","IRQ4","","","","","","","","","","","","","CATLEDSTER","","","","","","","","","","","","","","","","","","","","","Disabled","","","ESC: CATLEDSTER
IRQ: IRQ4","","None","","",
"PB11","G17","","","","","","","","IRQ5","","","","","","","","","","","","","CATLEDERR","","","","","","","","","","","","","","","","","","","","","Disabled","","","ESC: CATLEDERR
IRQ: IRQ5","","None","","",
"PB12","G16","","","","","","","","IRQ6","","","","","","","","","","","","","CATLINKACT0","","","","","","","","","","","","","","","","","","","","","Disabled","","","ESC: CATLINKACT0
IRQ: IRQ6","","None","","",
"PB13","H17","","","","","","","","IRQ7","","","","","","","","","","","","","CATLINKACT1","","","","","","","","","","","","","","","","","","","","","Disabled","","","ESC: CATLINKACT1
IRQ: IRQ7","","None","","",
"PB14","G15","","","","","","","","IRQ10","","","","","","","","","","","","","CATSYNC0","","","","","","","","","","","","","","","","","","","","","Disabled","","","ESC: CATSYNC0
IRQ: IRQ10","","None","","",
"PC00","M1","","","GTCPPO7","CTS_RTS7/DE7","","","","IRQ28","D30","DQ30","","","","","","","","","","","","","","","","","","","","","","","OM_1_SIO5","","","","","","","","","Disabled","","","BUS: D30
GPT7: GTCPPO7
IRQ: IRQ28
OSPI1: OM_1_SIO5
SCI7: CTS_RTS7
SCI7: DE7
SDRAM: DQ30","","None","","",
"PC01","M3","","","GTCPPO6","CTS7","","","","IRQ27","D29","DQ29","","","","","","","","","","","","","","","","","","","","","","","OM_1_SIO0","","","","","","","","","Disabled","","","BUS: D29
GPT6: GTCPPO6
IRQ: IRQ27
OSPI1: OM_1_SIO0
SCI7: CTS7
SDRAM: DQ29","","None","","",
"PC02","L2","","","GTCPPO5","SCK7/DE7","","","","IRQ26","D28","DQ28","","","","","","","","","","","","","","","","","","","","","DSM0CLK2","","OM_1_SIO3","","","","","","","","","Disabled","","","BUS: D28
DSMIF0: DSM0CLK2
GPT5: GTCPPO5
IRQ: IRQ26
OSPI1: OM_1_SIO3
SCI7: DE7
SCI7: SCK7
SDRAM: DQ28","","None","","",
"PC03","L1","","","GTCPPO4","TXD7","","","","IRQ25","D27","DQ27","","","","","","","","","","","","","","","","","","","","","DSM0CLK1","","OM_1_SIO4","","","","","","","","","Disabled","","","BUS: D27
DSMIF0: DSM0CLK1
GPT4: GTCPPO4
IRQ: IRQ25
OSPI1: OM_1_SIO4
SCI7: TXD7
SDRAM: DQ27","","None","","",
"PC04","L3","","","GTCPPO3","RXD7","","","","IRQ24","D26","DQ26","","","","","","","","","","","","","","","","","","","","","DSM0CLK0","","OM_1_SIO2","","","","","","","","","Disabled","","","BUS: D26
DSMIF0: DSM0CLK0
GPT3: GTCPPO3
IRQ: IRQ24
OSPI1: OM_1_SIO2
SCI7: RXD7
SDRAM: DQ26","","None","","",
"PC05","L5","","","GTCPPO2","","","","","IRQ23","D25","DQ25","","","","","","","","","","","","","","","","","","","","","DSM0DAT2","","OM_1_CS1","","","","","","","","","Disabled","","","BUS: D25
DSMIF0: DSM0DAT2
GPT2: GTCPPO2
IRQ: IRQ23
OSPI1: OM_1_CS1
SDRAM: DQ25","","None","","",
"PC06","N4","","","GTCPPO1","","","","","IRQ22","D24","DQ24","","","","","","","","","","","","","","","","","","","","","DSM0DAT1","","OM_1_ECSINT1","","","","","","","","","Disabled","","","BUS: D24
DSMIF0: DSM0DAT1
GPT1: GTCPPO1
IRQ: IRQ22
OSPI1: OM_1_ECSINT1
SDRAM: DQ24","","None","","",
"PC07","K5","","","GTCPPO0","","","","","IRQ21","D23","DQ23","","","","","","","","","","","","","","","","","","","","","DSM0DAT0","","OM_1_RESET","","","","","","","","","Disabled","","","BUS: D23
DSMIF0: DSM0DAT0
GPT0: GTCPPO0
IRQ: IRQ21
OSPI1: OM_1_RESET
SDRAM: DQ23","","None","","",
"PC08","M4","","","GTCPPO8","","","","","IRQ29","D22","DQ22","","","","","","","","","","","","","","","","","","","","","DSM1DAT0","","OM_1_CS0","","","","","","","","","Disabled","","","BUS: D22
DSMIF1: DSM1DAT0
GPT8: GTCPPO8
IRQ: IRQ29
OSPI1: OM_1_CS0
SDRAM: DQ22","","None","","",
"PC09","L4","","","","","","","","IRQ5","D21","DQ21","","","","","","","","","","","","","","","","","","","","","","","OM_1_RSTO1","","","","","","","","","Disabled","","","BUS: D21
IRQ: IRQ5
OSPI1: OM_1_RSTO1
SDRAM: DQ21","","None","","",
"PC10","M5","","","GTCPPO13","","","","","IRQ4","D20","DQ20","","","","","","","","","","","","","","","","","","","","","DSM1CLK2","","OM_1_WP1","","","","","","","","","Disabled","","","BUS: D20
DSMIF1: DSM1CLK2
GPT13: GTCPPO13
IRQ: IRQ4
OSPI1: OM_1_WP1
SDRAM: DQ20","","None","","",
"PC11","H5","","","GTCPPO12","CTS_RTS6/DE6","","","","IRQ3","D19","DQ19","","","","","","","","ET0_MDC","ET0_MDC","","CAT0_MDC","ET0_MDC","","","","","","","","","DSM1CLK1","","","","","","","","","","","Disabled","","","BUS: D19
DSMIF1: DSM1CLK1
ESC: CAT0_MDC
ESWM_GMII/MII: ET0_MDC
ESWM_RGMII0: ET0_MDC
ESWM_RMII0: ET0_MDC
GPT12: GTCPPO12
IRQ: IRQ3
SCI6: CTS_RTS6
SCI6: DE6
SDRAM: DQ19","","None","","",
"PC12","G5","","","GTCPPO11","SCK6/DE6","","","","IRQ2","D18","DQ18","","","","","","","","ET0_MDIO","ET0_MDIO","","CAT0_MDIO","ET0_MDIO","","","","","","","","","DSM1CLK0","","","","","","","","","","","Disabled","","","BUS: D18
DSMIF1: DSM1CLK0
ESC: CAT0_MDIO
ESWM_GMII/MII: ET0_MDIO
ESWM_RGMII0: ET0_MDIO
ESWM_RMII0: ET0_MDIO
GPT11: GTCPPO11
IRQ: IRQ2
SCI6: DE6
SCI6: SCK6
SDRAM: DQ18","","None","","",
"PC13","J5","","","GTCPPO10","RXD6","","","","IRQ1","D17","DQ17","","","","","","","","ET0_INT","ET0_INT","","","ET0_INT","","","","","","","","","DSM1DAT2","","","","","","","","","","","Disabled","","","BUS: D17
DSMIF1: DSM1DAT2
ESWM_GMII/MII: ET0_INT
ESWM_RGMII0: ET0_INT
ESWM_RMII0: ET0_INT
GPT10: GTCPPO10
IRQ: IRQ1
SCI6: RXD6
SDRAM: DQ17","","None","","",
"PC14","F5","","","GTCPPO9/GTADSM1","TXD6","","","","IRQ0","D16","DQ16","","","","","","","","ET0_WOL","ET0_WOL","","","ET0_WOL","","","","","","","","","DSM1DAT1","","","","","","","","","","","Disabled","","","BUS: D16
DSMIF1: DSM1DAT1
ESWM_GMII/MII: ET0_WOL
ESWM_RGMII0: ET0_WOL
ESWM_RMII0: ET0_WOL
GPT: GTADSM1
GPT9: GTCPPO9
IRQ: IRQ0
SCI6: TXD6
SDRAM: DQ16","","None","","",
"PC15","K1","CANFD1_CRX1","","GTADSM0","CTS6","CRX1","","","IRQ30","A16","A16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","L","None","Peripheral mode","","","BUS: A16
CANFD1: CRX1
GPT: GTADSM0
IRQ: IRQ30
SCI6: CTS6
SDRAM: A16","","I","","",
"PD00","K4","CANFD1_CTX1","","GTCPPO5","DE5/SCK5","CTX1","","GTOWLO","IRQ23","A15","A15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","L","None","Peripheral mode","","","BUS: A15
CANFD1: CTX1
GPT5: GTCPPO5
GPT_OPS: GTOWLO
IRQ: IRQ23
SCI5: DE5
SCI5: SCK5
SDRAM: A15","","O","","",
"PD01","B16","","","GTCPPO2","SCK8/DE8","","","","IRQ22","","","","","","SD0DAT2","","","","ET1_RXD6","","","","","","","","","","","","","","","","","","","","","","","","Disabled","","","ESWM_GMII/MII1: ET1_RXD6
GPT2: GTCPPO2
IRQ: IRQ22
SCI8: DE8
SCI8: SCK8
SDHI0: SD0DAT2","","None","","",
"PD02","B17","","","GTCPPO1","TXD8","","","","IRQ21","","","","","","SD0DAT1","","","","ET1_RXD7","","","","","","","","","","","","","","","","","","","","","","","","Disabled","","","ESWM_GMII/MII1: ET1_RXD7
GPT1: GTCPPO1
IRQ: IRQ21
SCI8: TXD8
SDHI0: SD0DAT1","","None","","",
"PD03","C15","","","GTIOC3B","RXD8","","","","IRQ21","","","","","","SD0DAT0","","","","ET0_RXD4","","","","","","","","","","","","","","","","","","","","","","","","Disabled","","","ESWM_GMII/MII0: ET0_RXD4
GPT3: GTIOC3B
IRQ: IRQ21
SCI8: RXD8
SDHI0: SD0DAT0","","None","","",
"PD04","C14","","","GTIOC3A","CTS_RTS8/DE8","","","","IRQ20","","","","","","SD0CMD","","","","ET0_RXD5","","","","","","","","","","","","","","","","","","","","","","","","Disabled","","","ESWM_GMII/MII0: ET0_RXD5
GPT3: GTIOC3A
IRQ: IRQ20
SCI8: CTS_RTS8
SCI8: DE8
SDHI0: SD0CMD","","None","","",
"PD05","C16","","","GTIOC2B","CTS8","","","","IRQ19","","","","","","SD0CLK","","","","ET0_RXD6","","","","","","","","","","","","","","","","","","","","","","","","Disabled","","","ESWM_GMII/MII0: ET0_RXD6
GPT2: GTIOC2B
IRQ: IRQ19
SCI8: CTS8
SDHI0: SD0CLK","","None","","",
"PD06","C17","","","GTIOC2A","","","","","IRQ18","","","","","","SD0WP","","","","ET0_RXD7","","","","","","","","","","","","","","","","","","","","","","","","Disabled","","","ESWM_GMII/MII0: ET0_RXD7
GPT2: GTIOC2A
IRQ: IRQ18
SDHI0: SD0WP","","None","","",
"PD07","E15","","","GTCPPO0","","","","","IRQ17","","","","","","SD0CD","","","","ET0_TXD4","","","","","","","","","","","","","","","","","","","","","","","","Disabled","","","ESWM_GMII/MII0: ET0_TXD4
GPT0: GTCPPO0
IRQ: IRQ17
SDHI0: SD0CD","","None","","",
"RES","D5","CGC_RES","RES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VBATT","M16","CGC_VBATT","VBATT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VCC","H11","CGC_VCC","VCC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VCC","H14","CGC_VCC","VCC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VCC","G11","CGC_VCC","VCC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VCC","F6","CGC_VCC","VCC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VCC","G6","CGC_VCC","VCC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VCC","F11","CGC_VCC","VCC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VCC","H6","CGC_VCC","VCC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VCC","L15","CGC_VCC","VCC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VCC","K15","CGC_VCC","VCC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VCC","K14","CGC_VCC","VCC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VCC2","R1","CGC_VCC2","VCC2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VCC2","J6","CGC_VCC2","VCC2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VCC2","L6","CGC_VCC2","VCC2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VCC2","M7","CGC_VCC2","VCC2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VCC2","M8","CGC_VCC2","VCC2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VCC_DCDC","A10","CGC_VCC_DCDC","VCC_DCDC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VCC_DCDC","A11","CGC_VCC_DCDC","VCC_DCDC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VCC_DCDC","B10","CGC_VCC_DCDC","VCC_DCDC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VCC_DCDC","B11","CGC_VCC_DCDC","VCC_DCDC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VCC_USB","U17","CGC_VCC_USB","VCC_USB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VCL","F9","CGC_VCL","VCL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VCL","G9","CGC_VCL","VCL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VCL","H9","CGC_VCL","VCL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VCL","M11","CGC_VCL","VCL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VCL","J8","CGC_VCL","VCL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VCL","J9","CGC_VCL","VCL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VCL","K8","CGC_VCL","VCL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VCL","K9","CGC_VCL","VCL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VCL","L10","CGC_VCL","VCL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VCL","L11","CGC_VCL","VCL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VCL","K11","CGC_VCL","VCL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VCL","J11","CGC_VCL","VCL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VLO","A7","CGC_VLO","VLO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VLO","A8","CGC_VLO","VLO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VLO","B7","CGC_VLO","VLO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VLO","B8","CGC_VLO","VLO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VREFH","U9","CGC_VREFH","VREFH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VREFH0","U10","CGC_VREFH0","VREFH0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VREFL","T9","CGC_VREFL","VREFL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VREFL0","T10","CGC_VREFL0","VREFL0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VSS","A9","CGC_VSS","VSS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VSS","B9","CGC_VSS","VSS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VSS","H10","CGC_VSS","VSS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VSS","H12","CGC_VSS","VSS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VSS","U4","CGC_VSS","VSS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VSS","G10","CGC_VSS","VSS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VSS","F7","CGC_VSS","VSS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VSS","F8","CGC_VSS","VSS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VSS","G7","CGC_VSS","VSS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VSS","G8","CGC_VSS","VSS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VSS","F10","CGC_VSS","VSS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VSS","H7","CGC_VSS","VSS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VSS","H8","CGC_VSS","VSS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VSS","M10","CGC_VSS","VSS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VSS","J7","CGC_VSS","VSS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VSS","M17","CGC_VSS","VSS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VSS","K6","CGC_VSS","VSS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VSS","K7","CGC_VSS","VSS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VSS","L7","CGC_VSS","VSS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VSS","L8","CGC_VSS","VSS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VSS","L12","CGC_VSS","VSS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VSS","L9","CGC_VSS","VSS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VSS","K10","CGC_VSS","VSS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VSS","K12","CGC_VSS","VSS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VSS","J10","CGC_VSS","VSS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VSS","J12","CGC_VSS","VSS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VSS","J16","CGC_VSS","VSS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VSS","J15","CGC_VSS","VSS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VSS","J17","CGC_VSS","VSS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
"VSS_USB","T17","CGC_VSS_USB","VSS_USB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IO","Read only","",
